PlayerName,DUPR,Dink_Pct,Hard_Hit_Pct,Error_Rate,TotalShots,Playstyle_Cluster,PCA1,PCA2
Andrew Curtis,5.057,0.264,0.736,0.008,375.0,0,1.4752662520567015,-0.7924353232772857
Andrew Lark,4.207,0.11524776040611726,0.8847522395938826,0.040350280107261854,1759.0,2,-0.8071745868104553,-0.3325243873786566
Andrew Makovsky,4.899,0.21001134429948953,0.7899886557005105,0.04865989194328629,256.0,0,0.3560133116810002,0.3224076946284805
Andrew Martinez,4.544,0.14029847241382518,0.8597015275861749,0.13694660905084635,22.0,1,-1.4491354180069211,2.9349325801748005
Andrew ONeill,4.756,0.1375,0.8625,0.025,80.0,2,-0.36002200969325426,-0.7458608536660777
Andy King,5.201,0.17073170731707318,0.8292682926829268,0.10967884215423399,41.0,1,-0.774485806149949,2.1639788756229343
Andy Kuo,3.389,0.0,1.0,0.0425531914893617,47.0,2,-2.3455964326811687,-0.7255592659437243
Andy Lum,5.739,0.40764331210191085,0.5923566878980892,0.050955414012738856,157.0,0,2.9330847967203177,1.1954737469464405
Andy Vu,3.175,0.3228346456692913,0.6771653543307087,0.015748031496062992,127.0,0,2.1714007129057697,-0.30095292885511465
Angel Aldaco,3.706,0.10576923076923077,0.8942307692307693,0.01691386534482234,104.0,2,-0.6961617995466461,-1.1390101949933784
Angel Santos,3.98,0.08207377500928449,0.9179262249907156,0.107570433243243,41.0,1,-1.9197144455279593,1.736963859962338
Angela Berry,4.914,0.2289156626506024,0.7710843373493976,0.024096385542168676,83.0,0,0.8517831055436094,-0.4064442171663427
Angie Fink,5.11,0.1346153846153846,0.8653846153846154,0.019230769230769232,52.0,2,-0.3399481436030862,-0.9466152989234801
Angie Walker,5.649,0.26069160901345045,0.7393083909865495,0.02950635257617266,559.7673887603252,0,1.2154335133730463,-0.10083455967698139
Anna Bright,6.447,0.1960574867890714,0.8039425132109286,0.03378421665687769,5130.762561565638,0,0.3220442924551468,-0.22153222455110522
Anna Leigh Waters,6.849999999999999,0.17519511043601807,0.8248048895639819,0.05626772620588869,5512.792267649133,2,-0.17856673175432117,0.43123500960568717
Annete Doe,4.290374697095769,0.01282051282051282,0.9871794871794872,0.01282051282051282,78.0,2,-1.8778783915803985,-1.6484111357554392
Ansley Drenner,4.769,0.3235294117647059,0.6764705882352942,0.013621952899300818,204.0,0,2.2019250337330716,-0.367838924646126
Armando Ocando,5.231,0.16790422470823746,0.8320957752917626,0.026376441294831375,1280.0,2,0.026149461858271838,-0.5780035856010312
Arnav Khanna,5.124,0.26956521739130435,0.7304347826086957,0.008695652173913044,115.0,0,1.541488737369536,-0.7471663056302508
Arpit Dhir,5.102,0.24205962059620595,0.757940379403794,0.008732216910199575,430.0,0,1.1792416034046715,-0.8570051885877067
Arti Kashipathi,4.11,0.21804511278195488,0.7819548872180451,0.007518796992481203,133.0,0,0.875497275295766,-0.9937241112858752
Aseem Shrestha,3.608,0.16346153846153846,0.8365384615384616,0.0450195135211998,104.0,2,-0.21980853850730214,0.015162712608959754
Ashok Vandana,3.775,0.06896551724137931,0.9310344827586207,0.011494252873563218,87.0,2,-1.1258633784741863,-1.4652326306202872
Ashton Wheeler,2.758,0.06060606060606061,0.9393939393939394,0.1628999290830568,33.0,1,-2.758646569353284,3.46394551009079
Asim Bashir,4.376,0.09457946775069664,0.9054205322493033,0.04381259357883308,396.0,2,-1.113921580006063,-0.30246916583322303
